Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Genre,Budget
The Amazing Spider-Man 2,202853933,361052,"Andrew Garfield, Felicity Jones*, Emma Stone, Sally Field, Jamie Foxx, Dane DeHaan, Chris Cooper, Paul Giamatti",USA,1,Action,
The American,35606376,2170991,"Violante Placido, George Clooney","USA, UK",0,Drama,20000000
The Amityville Horror,65233369,9597259,"Chloe Moretz, Ryan Reynolds",USA,0,Horror,19000000
The Ant Bully,28142535,3971526,"Meryl Streep, Nicolas Cage, (Voice), Julia Roberts, Paul Giamatti",USA,0,Animation,50000000
The Aristocrats,6377461,288650,"Whoopi Goldberg*, Chris Rock*, Robin Williams*",USA,0,Documentary,
The Assassination of Jesse James by the Coward Robert Ford,3909149,1725347,"Sam Rockwell, Brad Pitt, Zooey Deschanel, Casey Affleck, Jeremy Renner","USA, Canada, UK",0,Western,30000000
The Assassination of Richard Nixon,708776,1059488,"Naomi Watts, Don Cheadle, Sean Penn","USA, Mexico",0,Drama,
The Aviator,102610330,15928212,"Ian Holm*, Willem Dafoe*, Kate Beckinsale, Adam Scott*, Cate Blanchett, Alan Alda, Alec Baldwin, Jude Law*, Leonardo DiCaprio, (Cameo)","USA, Germany",1,Drama,110000000
The Back-Up Plan,37490007,2952219,"Melissa McCarthy, Jennifer Lopez",USA,0,Comedy,35000000
The Best Man Holiday,70525195,731738,"Sanaa Lathan, Harold Perrineau, Regina Hall, Taye Diggs, Morris Chestnut, Terrence Howard, Nia Long",USA,0,Comedy,17000000
The Best of Me,26766213,1852936,"James Marsden, Luke Bracey, Liana Liberato, Michelle Monaghan",USA,0,Romance,26000000
The Big Wedding,21819348,1981441,"Robin Williams, Ben Barnes, Topher Grace, Susan Sarandon, Amanda Seyfried, Diane Keaton, Katherine Heigl, Robert DeNiro",USA,1,Comedy,35000000
The Big Year,7204138,320280,"Jack Black, Anjelica Huston, Steve Martin, Dianne Wiest, Tim Blake Nelson, Rashida Jones, Kevin Pollak, Anthony Anderson, Joel McHale, Owen Wilson, Brian Dennehy, Jim Parsons, Rosamund Pike",USA,1,Comedy,41000000
The Blind Side,255959475,9127125,"Lily Collins, Sandra Bullock, Kathy Bates",USA,0,Drama,29000000
The Bling Ring,5845732,937497,"Leslie Mann, Emma Watson","USA, UK, France, Germany, Japan",1,Crime,
The Book Thief,21488481,6826511,"Geoffrey Rush, Emily Watson","USA, Germany",1,Drama,
The Book of Eli,94835059,6294247,"Ray Stevenson, Gary Oldman, Denzel Washington, Mila Kunis",USA,1,Action,80000000
The Book of Life,50151543,9103293,", Ice Cube, Cheech Marin , (Voice), Diego Luna, Christina Applegate, Ron Perlman , Channing Tatum, Zoe Saldana",USA,0,Animation,50000000
The Bounty Hunter,67061228,8998455,"Jason Sudeikis, Jennifer Aniston, Gerard Butler, Christine Baranski",USA,1,Action,40000000
The Bourne Legacy,113203870,17492618,"Scott Glenn*, Edward Norton, David Strathairn*, Joan Allen*, Albert Finney*, Oscar Isaac, Jeremy Renner, Rachel Weisz","USA, Japan",1,Action,125000000
The Bourne Supremacy,176241941,21582129,"Karl Urban, Matt Damon, Franka Potente, (Cameo), Joan Allen, Brian Cox, Michelle Monaghan*, Chris Cooper*, Julia Stiles","USA, Germany",1,Action,75000000
The Bourne Ultimatum,227471070,47485152,"Matt Damon, David Strathairn, Albert Finney, Paddy Considine*, Joan Allen, Scott Glenn, Julia Stiles","USA, Germany",1,Action,110000000
The Box,15051977,1964101,"Frank Langella, James Marsden, Cameron Diaz",USA,0,Horror,30000000
The Boxtrolls,50837305,13816528,",  , Ben Kingsley, (Voice), Toni Collette, Tracy Morgan, Elle Fanning ",USA,1,Animation,60000000
The Boy Next Door,35423380,1229883,"John Corbett, Ryan Guzman, Jennifer Lopez, Kristin Chenoweth",USA,0,Thriller,4000000
The Brave One,36793804,2408065,"Jodie Foster, Terrence Howard","USA, Australia",0,Drama,
The Break-Up,118703275,19133146,"Jon Favreau, Jason Bateman, Jennifer Aniston, Vince Vaughn, Justin Long",USA,0,Comedy,52000000
The Brothers Grimm,37916267,4290966,"Matt Damon, Monica Bellucci, Peter Stormare, Lena Headey, Jonathan Pryce, Heath Ledger","USA, Czech Republic, UK",1,Adventure,88000000
The Bucket List,93466502,3990851,"Morgan Freeman, Sean Hayes, Jack Nicholson, Rob Morrow",USA,0,Comedy,45000000
The Butterfly Effect,57938693,3868369,"Logan Lerman*, Ashton Kutcher, Amy Smart","USA, Canada",0,Thriller,13000000
The Call,51872378,1845743,"Michael Eklund, Halle Berry, Morris Chestnut, Michael Imperioli, Abigail Breslin",USA,0,Thriller,13000000
The Campaign,86907746,3807651,"Jason Sudeikis, Will Ferrell, Dan Aykroyd, Brian Cox, John Lithgow, Zach Galifianakis, Dylan McDermott",USA,1,Comedy,
The Cat in the Hat,101149285,13828494,"Dakota Fanning, Alec Baldwin, Mike Myers",USA,0,Comedy,109000000
The Cave,15007991,2985547,"Piper Perabo, Morris Chestnut, Lena Headey, Cole Hauser","USA, Germany",1,Horror,
The Change-Up,37081475,3125732,"Olivia Wilde, Alan Arkin, Jason Bateman, Leslie Mann, Ryan Reynolds",USA,0,Comedy,52000000
The Chronicles of Narnia: Prince Caspian,141621490,21581030,"(Voice), Ben Barnes, Liam Neeson*","USA, Poland, Slovenia, Czech Republic",1,Fantasy,225000000
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",291710957,77933064,"Tilda Swinton, (Voice), Jim Broadbent*, James McAvoy*, Liam Neeson*","USA, UK",1,Fantasy,180000000
The Chronicles of Riddick,57761012,5622927,"Karl Urban, Colm Feore, Linus Roache, Judi Dench, Alexa Davalos, Vin Diesel, Thandie Newton",USA,1,Fantasy,105000000
The Cold Light of Day,3763583,1892814,"Bruce Willis, Henry Cavill, Sigourney Weaver","USA, Spain",1,Action,
The Collector,7712114,475396,"uWilliam Prael, u Diane Ayala Goldner, u Juan Fern\xe1ndez, u Josh Stewart",USA,0,Horror,
The Conjuring,137400141,16201474,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor, Joey King",USA,0,Horror,20000000
The Cooler,8291572,985709,"William H. Macy, Ron Livingston, Maria Bello, Alec Baldwin",USA,0,Drama,
The Counselor,16973715,3027450,"Brad Pitt, Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem","USA, UK",0,Thriller,25000000
The Covenant,23380495,657855,"Taylor Kitsch, Chace Crawford, Steven Strait, Sebastian Stan, Jessica Lucas",USA,0,Horror,
The Crazies,39123589,4889087,"Radha Mitchell, Danielle Panabaker, Timothy Olyphant","USA, United Arab Emirates",0,Horror,20000000
The Croods,187168425,43146580,", Nicolas Cage, (Voice), Catherine Keener , Emma Stone, Clark Duke, Ryan Reynolds",USA,0,Animation,135000000
The Curious Case of Benjamin Button,127509326,13341148,"Taraji P. Henson, Jared Harris, Brad Pitt, Cate Blanchett, Julia Ormond, Tilda Swinton, Elle Fanning",USA,1,Drama,150000000
The Da Vinci Code,217536138,55723141,"Ian McKellen, Jean Reno, Alfred Molina, Audrey Tautou, Tom Hanks, Paul Bettany","USA, Malta, France, UK",1,Thriller,125000000
The Darjeeling Limited,11902715,3170953,"Owen Wilson, Adrien Brody, Jason Schwartzman",USA,0,Comedy,
The Dark Knight,533345358,89066002,"Gary Oldman, Cillian Murphy*, Christian Bale, Michael Jai White*, Michael Caine, Heath Ledger, Eric Roberts, William Fichtner*, Morgan Freeman, Maggie Gyllenhaal, Aaron Eckhart","USA, UK",1,Action,185000000
The Dark Knight Rises,448139099,90264170,"Joey King*, Gary Oldman, Cillian Murphy*, Christian Bale, Juno Temple*, Marion Cotillard, Morgan Freeman, Joseph Gordon-Levitt, Liam Neeson*, Michael Caine, Tom Hardy, Anne Hathaway, Matthew Modine","USA, UK",1,Action,250000000
The Darkest Hour,21443494,2090634,"Max Minghella, Joel Kinnaman, Emile Hirsch, Olivia Thirlby, Rachel Taylor",USA,0,Thriller,30000000
The Day After Tomorrow,186740799,45996901,"Jake Gyllenhaal, Emmy Rossum, Dennis Quaid, Ian Holm",USA,1,Action,125000000
The Day the Earth Stood Still,79366978,10901777,"Jennifer Connelly, Brandon T. Jackson*, Kathy Bates, Kyle Chandler, Jaden Smith, John Cleese, Jon Hamm, Keanu Reeves","USA, Canada",1,Sci-Fi,80000000
The Debt,31177548,2386097,"Sam Worthington, Marton Csokas, Jesper Christensen, Tom Wilkinson, Helen Mirren, Ciaran Hinds, Jessica Chastain","USA, UK, Hungary, Israel",1,Drama,20000000
The Departed,132384315,24887792,"Matt Damon, Ray Winstone, James Badge Dale*, Anthony Anderson, Vera Farmiga, Martin Sheen, Alec Baldwin, Jack Nicholson, Mark Wahlberg, Leonardo DiCaprio","USA, Hong Kong",1,Drama,90000000
The Descendants,82584160,12929006,"Robert Forster, Judy Greer, Beau Bridges, Matthew Lillard, Shailene Woodley, George Clooney",USA,0,Comedy,
The Devil Inside,53261944,7092192,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama",USA,0,Horror,1000
The Devil Wears Prada,124740460,26516965,"Emily Blunt, Simon Baker, Meryl Streep, Adrien Grenier, Stanley Tucci, Anne Hathaway","USA, France",1,Comedy,35000000
The Devil's Rejects,17044981,1508964,"Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe","USA, Germany",0,Horror,7000000
The Dictator,59650222,17885311,"John C. Reilly*, Anna Faris, Sacha Baron Cohen, Megan Fox*, Ben Kingsley",USA,1,Comedy,65000000
The Dilemma,48475290,4584381,"Vince Vaughn, Kevin James, Queen Latifah, Winona Ryder, Jennifer Connelly, Channing Tatum",USA,0,Comedy,70000000
The Divergent Series: Insurgent,121245304,11029426,"Naomi Watts, Ray Stevenson, Kate Winslet, Jai Courtney, Octavia Spencer, Mekhi Phifer, Shailene Woodley, Ansel Elgort, Theo James, Maggie Q, Miles Teller",USA,1,Action,110000000
The Drop,10724389,2376852,"Matthias Schoenaerts, Tom Hardy, Noomi Rapace, James Gandolfini",USA,1,Drama,12600000
The Dukes of Hazzard,80270227,8207227,"Jessica Simpson, Johnny Knoxville, Seann William Scott, Burt Reynolds","USA, Australia",0,Action,50000000
The Emperor's New Groove,89302687,13303088,"(Voice), David Spade*",USA,0,Animation,100000000
The Equalizer,101530738,11052578,"Chloe Moretz, Bill Pullman, Marton Csokas, Denzel Washington, Melissa Leo",USA,0,Thriller,55000000
The Exorcism of Emily Rose,75072454,6536421,"Laura Linney, Tom Wilkinson, Jennifer Carpenter",USA,1,Horror,19000000
The Expendables,103068524,15969695,"Dolph Lundgren, Randy Couture, Mickey Rourke, Arnold Schwarzenegger*, Terry Crews, Jet Li, David Zayas, Eric Roberts, Jason Statham, Bruce Willis*, Sylvester Stallone, """"Stone Cold"""" Steve Austin",USA,1,Action,80000000
The Expendables 2,85028192,9686288,"Dolph Lundgren, Randy Couture, Chuck Norris, Arnold Schwarzenegger, Terry Crews, Jet Li, Jean-Claude Van Damme, Bruce Willis, Jason Statham, Liam Hemsworth, Sylvester Stallone",USA,1,Action,100000000
The Expendables 3,39322544,6473058,"Wesley Snipes, Dolph Lundgren, Randy Couture, Antonio Banderas, Arnold Schwarzenegger, Terry Crews, Kelsey Grammer, Harrison Ford, Jet Li, Ronda Rousey, Robert Davi, Jason Statham, Sylvester Stallone, Mel Gibson, Kellan Lutz","USA, France",1,Action,
The Eye,31418697,3648328,"Chloe Moretz, Parker Posey, Jessica Alba, Rade Serbedzija, Alessandro Nivola","USA, Canada",0,Horror,
The Family,36918811,1793788,"Tommy Lee Jones, Michelle Pfeiffer, Dianna Agron, Robert DeNiro","USA, France",0,Action,30000000
The Family Stone,60062868,2122771,"Rachel McAdams, Claire Danes, Craig T. Nelson, Sarah Jessica Parker, Luke Wilson, Diane Keaton, Dermot Mulroney",USA,0,Comedy,18000000
The Fast and the Furious,144533925,9235142,"Jordana Brewster, Michelle Rodriguez, Vin Diesel, Paul Walker","USA, Germany",0,Action,38000000
The Fast and the Furious: Tokyo Drift,62514415,10567267,"Lucas Black, Bow Wow","USA, Germany",0,Action,
The Fault in our Stars,124872350,19428900,"Ansel Elgort, Willem Dafoe, Laura Dern, Nat Wolff, Shailene Woodley",USA,0,Drama,12000000
The Fifth Estate,3255008,1617475,"Daniel Bruhl, Benedict Cumberbatch, Carice van Houten, Laura Linney, Stanley Tucci, Anthony Mackie, David Thewlis","USA, Belgium",1,Drama,28000000
The Fighting Temptations,30250745,590605,"Cuba Gooding, Jr., Beyonce Knowles",USA,0,Drama,30000000
The Final Destination,66477700,20174471,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",USA,0,Horror,40000000
The Five-Year Engagement,28835528,7743125,"Emily Blunt, Jason Segel, Rhys Ifans, Chris Pratt, Kevin Hart*, Alison Brie","USA, Japan",1,Comedy,30000000
The Fog,29550869,861502,"Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman",USA,0,Horror,18000000
The Forbidden Kingdom,52075270,2760798,"Jet Li, Jackie Chan","USA, China",0,Action,
The Forgotten,67133509,3929404,Julianne Moore,USA,0,Thriller,42000000
The Fountain,10144010,312380,"Hugh Jackman, Ellen Burstyn, Rachel Weisz","USA, Canada",1,Fantasy,35000000
The Fourth Kind,25486040,3717152,Milla Jovovich,"USA, UK",0,Thriller,
The Gambler,33680992,572311,"Mark Wahlberg, John Goodman, Brie Larson, Jessica Lange",USA,0,Drama,25000000
The Game Plan,90648202,8477553,"Roselyn Sanchez, Kyra Sedgwick, The Rock, Morris Chestnut, Bebe Neuwirth",USA,0,Comedy,
The Girl Next Door,14589444,3076553,"Olivia Wilde*, Chris Marquette, Timothy Olyphant, Elisha Cuthbert, Emile Hirsch, Paul Dano",USA,0,Comedy,
The Girl with the Dragon Tattoo,10095170,2342433,"Noomi Rapace, Michael Nyqvist","USA, Sweden, Norway",0,Thriller,13000000
The Girl with the Dragon Tattoo,102515793,18796728,"Robin Wright Penn, Daniel Craig, Stellan Skarsgard, Goran Visnjic*, Joel Kinnaman*, Christopher Plummer, Rooney Mara, Joely Richardson*","USA, Sweden, Norway",1,Thriller,13000000
The Giver,45090374,519087,"uAlexander Skarsg\xe5rd, Katie Holmes, Meryl Streep, Jeff Bridges, Brenton Thwaites, Taylor Swift",USA,0,Drama,25000000
The Golden Compass,70107728,53198635,"Ian McKellen, (Voice), Daniel Craig, Nicole Kidman, Eva Green, Sam Elliott, Freddie Highmore*","USA, UK",1,Fantasy,180000000
The Good German,1308696,633799,"Cate Blanchett, Tobey Maguire, George Clooney, Beau Bridges",USA,0,Drama,
The Good Shepherd,59952835,3761084,"Angelina Jolie, Matt Damon, Lee Pace*, Billy Crudup, Gabriel Macht*, Eddie Redmayne*, Timothy Hutton*, William Hurt, Keir Dullea, Michael Gambon, Joe Pesci, Alec Baldwin, Robert DeNiro",USA,1,Action,
The Grand Budapest Hotel,59100318,18509536,"Ralph Fiennes, Jeff Goldblum, Edward Norton, Adrien Brody, Lea Seydoux, Owen Wilson, Harvey Keitel, Tilda Swinton, Bill Murray, Tom Wilkinson, Jude Law, Willem Dafoe, Jason Schwartzman, Saoirse Ronan","USA, Germany, UK",1,Comedy,
The Green Hornet,98780042,8737550,"Christoph Waltz, Cameron Diaz, (Cameo), James Franco*, Edward Furlong*, Analeigh Tipton*, Tom Wilkinson, Jay Chou, Seth Rogen, Jamie Harris, Edward James Olmos",USA,1,Action,120000000
The Grey,51580236,5060542,"Liam Neeson, James Badge Dale, Frank Grillo, Dermot Mulroney",USA,1,Action,25000000
The Grudge,110359362,14417632,Sarah Michelle Gellar,"USA, Japan",0,Horror,10000000
The Grudge 2,39143839,3881660,"Amber Tamblyn, Sarah Michelle Gellar, Teresa Palmer, Sarah Roemer, Jenna Dewan-Tatum*","USA, Japan",0,Horror,20000000
The Guardian,55011732,4098891,"Kevin Costner, Ashton Kutcher",USA,0,Action,
The Guest,332890,1352579,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley",USA,1,Thriller,
The Guilt Trip,37134215,1500680,"Barbra Streisand, Adam Scott, Ari Graynor*, Yvonne Strahovski, Colin Hanks*, Seth Rogen",USA,0,Comedy,40000000
The Hangover Part II,254464305,53496869,"Justin Bartha, Jeffrey Tambor, Mike Tyson, Ken Jeong, Jamie Chung, Zach Galifianakis, Ed Helms, Bradley Cooper, Paul Giamatti",USA,0,Comedy,80000000
The Hangover Part III,112200072,29519798,"Justin Bartha, Ken Jeong, Melissa McCarthy, John Goodman, Heather Graham, Zach Galifianakis, Ed Helms, Bradley Cooper",USA,0,Comedy,103000000
The Happening,64506874,7985542,"Ashlyn Sanchez, Mark Wahlberg, John Leguizamo, Zooey Deschanel","USA, India, France",0,Thriller,48000000
The Haunted Mansion,75847266,14866970,Eddie Murphy,USA,0,Adventure,90000000
The Haunting in Connecticut,55389516,6191957,"Elias Koteas, Virginia Madsen, Amanda Crew","USA, Canada",0,Horror,
The Heat,159582188,11222329,"Melissa McCarthy, Sandra Bullock",USA,0,Comedy,43000000
The Help,169708112,6845373,"Bryce Dallas Howard, Viola Davis, Emma Stone, David Oyelowo*, Octavia Spencer, Allison Janney, Mary Steenburgen, Mike Vogel, Sissy Spacek, Jessica Chastain","USA, India, United Arab Emirates",0,Drama,25000000
The Hills Have Eyes,41778863,6255176,Emilie de Ravin,"USA, France",0,Horror,15000000
The Hills Have Eyes 2,20804166,3088041,"Michael McMillian, Jessica Stroup, Derek Mears, Jonathan Craven",USA,0,Horror,15000000
The Hitcher,16472961,1084742,"Sean Bean, Sophia Bush",USA,1,Horror,
The Hitchhiker's Guide to the Galaxy,51085416,20349279,"Sam Rockwell, Bill Nighy, Warwick Davis*, (Voice), Martin Freeman, Mos Def, Alan Rickman*, Zooey Deschanel, John Malkovich","USA, UK",1,Comedy,50000000
The Hoax,7164995,593193,"Eli Wallach, Alfred Molina, Julie Delpy, Marcia Gay Harden, Richard Gere, Stanley Tucci, Hope Davis",USA,1,Drama,25000000
The Hobbit: An Unexpected Journey,303003568,78662475,", Andy Serkis , Richard Armitage, Martin Freeman, Ian McKellen","USA, New Zealand",1,Fantasy,
The Hobbit: The Desolation of Smaug,258366855,70275514,"Lee Pace, Benedict Cumberbatch, Ian McKellen, (Voice), Martin Freeman, Cate Blanchett*, Richard Armitage, Evangeline Lilly, Orlando Bloom, Luke Evans","USA, New Zealand",1,Fantasy,
The Holiday,63224849,23942753,"Rufus Sewell, Jack Black, Cameron Diaz, Kate Winslet, Edward Burns, John Krasinski, Shannyn Sossamon*, Jude Law",USA,1,Comedy,85000000
The Host,2201923,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,Horror,
The Host,2201923,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,Thriller,40000000
The Host,26627201,5372492,"William Hurt, Bokeem Woodbine, Diane Kruger, Max Irons, Saoirse Ronan","USA, Switzerland",1,Horror,
The Hot Chick,35081594,663156,"Anna Faris, Rachel McAdams, Rob Schneider, Adam Sandler*",USA,0,Comedy,
The Hours,41675994,6732547,"Stephen Dillane, John C. Reilly, Allison Janney, Claire Danes, Jeff Daniels, Meryl Streep, Miranda Richardson, Toni Collette, Julianne Moore, Nicole Kidman, Ed Harris","USA, UK",1,Drama,25000000
The House Bunny,48237389,5378284,"Anna Faris, Emma Stone, Kat Dennings, Colin Hanks, Katherine McPhee, Nick Swardson*",USA,0,Comedy,25000000
The Hunger Games,408010692,37332095,"Lenny Kravitz, Woody Harrelson, Toby Jones, Elizabeth Banks, Josh Hutcherson, Jennifer Lawrence, Wes Bentley, Liam Hemsworth, Stanley Tucci",USA,0,Action,78000000
The Hunger Games: Catching Fire,424668047,55501664,"Jena Malone, Lenny Kravitz, Donald Sutherland, Philip Seymour Hoffman, Woody Harrelson, Sam Claflin, Elizabeth Banks, Jeffrey Wright, Josh Hutcherson, Jennifer Lawrence, Liam Hemsworth, Stanley Tucci, Amanda Plummer",USA,1,Action,130000000
The Hunger Games: Mockingjay - Part 1,337135885,46770593,"Jena Malone, Donald Sutherland, Philip Seymour Hoffman, Woody Harrelson, Sam Claflin, Jeffrey Wright, Josh Hutcherson, Julianne Moore, Elizabeth Banks, Jennifer Lawrence, Liam Hemsworth, Stanley Tucci",USA,1,Action,125000000
The Hunted,34244097,1928152,Tommy Lee Jones,USA,0,Action,55000000
The Ides of March,40962534,4731759,"Philip Seymour Hoffman, Max Minghella, Jeffrey Wright, Marisa Tomei, Ryan Gosling, Evan Rachel Wood, George Clooney, Paul Giamatti",USA,0,Thriller,
The Illusionist,39868642,4298088,"Aaron Johnson*, Rufus Sewell, Edward Norton, Jessica Biel, Paul Giamatti","USA, Czech Republic",1,Drama,16500000
The Illusionist,2231474,1417299,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","USA, Czech Republic",1,Animation,17000000
The In-Laws,20453431,390248,"Albert Brooks, Michael Douglas, Ryan Reynolds","USA, Germany, Canada",0,Action,
The Incredible Burt Wonderstone,22537881,919831,"Olivia Wilde, Jay Mohr, Jim Carrey, Alan Arkin, Steve Buscemi, Steve Carell, James Gandolfini",USA,0,Comedy,30000000
The Incredible Hulk,134806913,16227041,"Ty Burrell, Tim Blake Nelson, Edward Norton, William Hurt, Liv Tyler, Tim Roth, Robert Downey, Jr.*",USA,1,Action,150000000
The Incredibles,261441092,61929959,"Brad Bird*, Craig T. Nelson, Samuel L. Jackson, (Voice), Holly Hunter",USA,0,Animation,92000000
The International,25450527,573995,"Naomi Watts, Clive Owen","USA, Germany, UK",1,Drama,50000000
The Internship,44672764,5331311,"Vince Vaughn, Josh Gad, Aasif Mandvi, John Goodman, Max Minghella, Owen Wilson, Rose Byrne",USA,0,Comedy,58000000
The Interview,6105175,432810,"James Franco, Lizzy Caplan, Seth Rogen",USA,0,Comedy,
The Invasion,15074191,986757,"Jeffrey Wright, Jeremy Northam, Nicole Kidman, Daniel Craig","USA, Australia",1,Thriller,80000000
The Invention of Lying,18451251,9814497,"Jason Bateman*, Tina Fey, Philip Seymour Hoffman*, Rob Lowe, Ricky Gervais, Jennifer Garner, Jonah Hill",USA,1,Comedy,18500000
The Island,35818913,9317545,"Ewan McGregor, Steve Buscemi, Michael Clarke Duncan, Djimon Hounsou, Scarlett Johansson, Sean Bean",USA,1,Action,126000000
The Italian Job,106128601,12495933,"Seth Green, Charlize Theron, Edward Norton, Mos Def, Donald Sutherland, Jason Statham, Mark Wahlberg","USA, France, UK",1,Action,60000000
The Jacket,6303762,1157069,"Brad Renfro, Kris Kristofferson, Adrien Brody, Kelly Lynch, Daniel Craig, Keira Knightley, Jennifer Jason Leigh","USA, Germany",1,Horror,
The Joneses,1475746,786455,"Demi Moore, Amber Heard, David Duchovny, Gary Cole",USA,0,Drama,10000000
The Judge,47119388,1623014,"Billy Bob Thornton, Vera Farmiga, Balthazar Getty, Robert Duvall, Leighton Meester, Dax Shepard, ""Vincent DOnofrio"", Robert Downey, Jr.",USA,0,Drama,50000000
The Jungle Book 2,47901582,13569802,"John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk","USA, Australia",0,Animation,20000000
The Karate Kid,176591618,19762070,"Taraji P. Henson, Jackie Chan, Jaden Smith",USA,0,Action,40000000
The Kids Are All Right,20811365,2635953,"Mark Ruffalo, Julianne Moore, Annette Bening, Josh Hutcherson, Mia Wasikowska",USA,0,Comedy,4000000
The Killer Inside Me,217277,437124,"Kate Hudson, Jessica Alba, Casey Affleck","USA, Sweden, UK, Canada",0,Drama,13000000
The Kingdom,47536778,5830790,"Chris Cooper, Jason Bateman, Jennifer Garner, Jamie Foxx, Minka Kelly*","USA, Germany",0,Thriller,70000000
The Kite Runner,15800078,6927726,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada","USA, China",0,Drama,
The Ladykillers,39799191,3797723,"Tom Hanks, Marlon Wayans",USA,0,Comedy,35000000
The Lake House,52330111,5278471,"Sandra Bullock, Keanu Reeves","USA, Australia",0,Romance,40000000
The Last Airbender,131772187,6564441,"Dev Patel, Cliff Curtis, Jackson Rathbone, Noah Ringer",USA,1,Fantasy,150000000
The Last Exorcism,41034350,5874380,"Patrick Fabian, Ashley Bell","USA, France",0,Horror,1800000
The Last House on the Left,32752215,558010,"Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",USA,0,Horror,
The Last Kiss,11614790,2508416,"Marley Shelton, Rachel Bilson, Harold Ramis, Eric Christian Olsen, Tom Wilkinson, Zach Braff, Casey Affleck, Jacinda Barrett",USA,1,Romance,20000000
The Last Mimzy,21471047,1822936,"Rainn Wilson, Joely Richardson, Michael Clarke Duncan, Timothy Hutton",USA,1,Family,
The Last Samurai,111127263,21993151,"Ken Watanabe, Tom Cruise","USA, New Zealand, Japan",0,War,140000000
The Last Song,62950384,2797888,"Kelly Preston, Liam Hemsworth, Greg Kinnear, Miley Cyrus",USA,0,Drama,20000000
The Last Stand,12050299,1493147,"Luis Guzman, Arnold Schwarzenegger, Forest Whitaker, Peter Stormare, Johnny Knoxville, Genesis Rodriguez, Jaimie Alexander",USA,0,Action,45000000
The League of Extraordinary Gentlemen,66465204,12603037,Sean Connery,"USA, Germany, Czech Republic, UK",0,Adventure,78000000
The Legend of Hercules,18848538,586983,Kellan Lutz,USA,0,Action,70000000
The Legend of Zorro,46464023,7082711,"Rufus Sewell, Antonio Banderas, Catherine Zeta-Jones",USA,1,Adventure,75000000
The Life Aquatic with Steve Zissou,24020403,3020573,"Bill Murray, Willem Dafoe, Cate Blanchett, Owen Wilson",USA,0,Adventure,50000000
The Lincoln Lawyer,58009200,3455603,"Matthew McConaughey, William H. Macy, Michael Pena, John Leguizamo, Josh Lucas, Ryan Phillippe, Bryan Cranston, Marisa Tomei",USA,0,Drama,40000000
The Lion King,94242001,19578622,"Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones, Jeremy Irons",USA,1,Animation,
The Lizzie McGuire Movie,42734455,2985402,Hilary Duff,USA,0,Adventure,17000000
The Lone Ranger,89302115,7109260,"Ruth Wilson, Helena Bonham Carter, James Badge Dale, Tom Wilkinson, William Fichtner, Barry Pepper, Johnny Depp, Armie Hammer",USA,1,Western,215000000
The Longest Yard,158119460,8282250,"Adam Sandler, Chris Rock, Tracy Morgan*, Rob Schneider*, Burt Reynolds, (Cameo)",USA,0,Comedy,82000000
The Lord of the Rings: The Return of the King,377027325,106643712,"Karl Urban, Elijah Wood, Ian McKellen, Sean Bean*, Cate Blanchett, Liv Tyler, Sean Astin, Orlando Bloom, Viggo Mortensen, Ian Holm","USA, New Zealand",1,Fantasy,94000000
The Losers,23591432,1284442,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba",USA,1,Action,25000000
The Love Guru,32235793,2539175,"Justin Timberlake, Jessica Alba, Mike Myers, Ben Kingsley","USA, UK, Germany",1,Comedy,62000000
The Lucky One,60457138,4548437,"Taylor Schilling, Zac Efron, Blythe Danner, Jay R. Ferguson",USA,0,Romance,
The Manchurian Candidate,65955630,3819528,"Vera Farmiga*, Meryl Streep, Denzel Washington, Jon Voight, Jeffrey Wright, Liev Schreiber, Anthony Mackie",USA,0,Thriller,80000000
The Master,16377274,2295079,"Amy Adams, Joaquin Phoenix, Philip Seymour Hoffman",USA,0,Drama,
The Matador,12594698,1511538,"Adam Scott, Greg Kinnear, Pierce Brosnan","USA, Germany, Ireland",0,Comedy,12500000
The Matrix Reloaded,281576461,53880216,"Laurence Fishburne, Keanu Reeves, Carrie-Anne Moss, Monica Bellucci, Jada Pinkett-Smith","USA, Australia",0,Action,150000000
The Maze Runner,102427862,13927471,"""Dylan OBrien"", Aml Ameen, Ki Hong Lee, Blake Cooper",USA,0,Thriller,34000000
